기준년월,기준년도,기준월,자치구,매매가,전세가,월세가
2018-01-01,2018,1,종로구,602125000,431250000,1459000
2018-02-01,2018,2,종로구,607646000,433333000,1459000
2018-03-01,2018,3,종로구,611500000,435313000,1459000
2018-04-01,2018,4,종로구,615833000,436354000,1459000
2018-05-01,2018,5,종로구,619167000,437604000,1457000
2018-06-01,2018,6,종로구,622708000,440417000,1448000
2018-07-01,2018,7,종로구,626417000,442458000,1443000
2018-08-01,2018,8,종로구,631021000,442813000,1443000
2018-09-01,2018,9,종로구,637167000,445292000,1443000
2018-10-01,2018,10,종로구,642313000,445875000,1445000
2018-11-01,2018,11,종로구,643875000,447438000,1445000
2018-12-01,2018,12,종로구,644083000,446604000,1445000
2019-01-01,2019,1,종로구,710411000,467054000,1462000
2019-02-01,2019,2,종로구,709786000,465804000,1457000
2019-03-01,2019,3,종로구,709661000,461964000,1457000
2019-04-01,2019,4,종로구,709554000,460179000,1457000
2019-05-01,2019,5,종로구,709214000,459196000,1457000
2019-06-01,2019,6,종로구,709250000,459018000,1457000
2019-07-01,2019,7,종로구,709250000,458643000,1458000
2019-08-01,2019,8,종로구,709679000,458911000,1458000
2019-09-01,2019,9,종로구,711357000,459732000,1458000
2019-10-01,2019,10,종로구,713732000,460518000,1459000
2019-11-01,2019,11,종로구,715696000,461661000,1455000
2019-12-01,2019,12,종로구,720375000,463339000,1456000
2020-01-01,2020,1,종로구,1022319000,586403000,1538000
2020-02-01,2020,2,종로구,1023083000,587125000,1539000
2020-03-01,2020,3,종로구,1023917000,588306000,1541000
2020-04-01,2020,4,종로구,1023250000,588917000,1541000
2020-05-01,2020,5,종로구,1021861000,589361000,1542000
2020-06-01,2020,6,종로구,1022514000,590625000,1543000
2020-07-01,2020,7,종로구,1029542000,592292000,1543000
2020-08-01,2020,8,종로구,1033625000,592708000,1543000
2020-09-01,2020,9,종로구,1036486000,593597000,1543000
2020-10-01,2020,10,종로구,1036681000,594347000,1544000
2020-11-01,2020,11,종로구,1037986000,595569000,1545000
2020-12-01,2020,12,종로구,1039903000,599639000,1552000
2021-01-01,2021,1,종로구,1041444000,602222000,1554000
2021-02-01,2021,2,종로구,1044347000,603417000,1555000
2021-03-01,2021,3,종로구,1045819000,603778000,1555000
2021-04-01,2021,4,종로구,1047819000,604278000,1555000
2021-05-01,2021,5,종로구,1048722000,604417000,1555000
2021-06-01,2021,6,종로구,1050750000,604847000,1548000
2021-07-01,2021,7,종로구,986488000,615663000,1247000
2021-08-01,2021,8,종로구,993400000,620913000,1254000
2021-09-01,2021,9,종로구,1000450000,625763000,1264000
2021-10-01,2021,10,종로구,1010325000,631013000,1263000
2021-11-01,2021,11,종로구,1019263000,635275000,1278000
2021-12-01,2021,12,종로구,1020950000,636475000,1281000
2022-01-01,2022,1,종로구,1020513000,636363000,1283000
2022-02-01,2022,2,종로구,1018100000,634475000,1286000
2022-03-01,2022,3,종로구,1016508000,633859000,1288000
2022-04-01,2022,4,종로구,1015970000,633104000,1295000
2022-05-01,2022,5,종로구,1015670000,632641000,1296000
2022-06-01,2022,6,종로구,1014683000,631054000,1292000
2022-07-01,2022,7,종로구,1010645000,629541000,1293000
2022-08-01,2022,8,종로구,1002308000,625679000,1296000
2022-09-01,2022,9,종로구,990920000,619304000,1299000
2022-10-01,2022,10,종로구,977845000,611004000,1297000
2022-11-01,2022,11,종로구,962933000,599279000,1296000
2022-12-01,2022,12,종로구,937788000,580996000,1296000
2023-01-01,2023,1,종로구,913802000,562009000,1281000
2023-02-01,2023,2,종로구,905123000,548885000,1272000
2023-03-01,2023,3,종로구,896901000,536317000,1261000
2023-04-01,2023,4,종로구,893358000,531836000,1259000
2023-05-01,2023,5,종로구,891642000,530848000,1258000
2023-06-01,2023,6,종로구,891599000,531256000,1259000
2023-07-01,2023,7,종로구,892493000,531522000,1262000
2023-08-01,2023,8,종로구,894653000,532498000,1266000
2023-09-01,2023,9,종로구,900209000,535979000,1269000
2023-10-01,2023,10,종로구,904562000,538510000,1276000
2023-11-01,2023,11,종로구,905864000,540670000,1279000
2023-12-01,2023,12,종로구,905173000,541016000,1280000
2024-01-01,2024,1,종로구,903061000,541394000,1289000
2024-02-01,2024,2,종로구,903002000,541565000,1294000
2024-03-01,2024,3,종로구,903624000,542455000,1297000
2018-01-01,2018,1,중구,623017000,470533000,1518000
2018-02-01,2018,2,중구,631950000,473283000,1518000
2018-03-01,2018,3,중구,640967000,474283000,1518000
2018-04-01,2018,4,중구,646217000,474033000,1518000
2018-05-01,2018,5,중구,651383000,473950000,1518000
2018-06-01,2018,6,중구,655550000,473783000,1518000
2018-07-01,2018,7,중구,661633000,474283000,1518000
2018-08-01,2018,8,중구,670733000,476117000,1518000
2018-09-01,2018,9,중구,682467000,478867000,1518000
2018-10-01,2018,10,중구,688617000,481517000,1526000
2018-11-01,2018,11,중구,691400000,481767000,1526000
2018-12-01,2018,12,중구,692683000,481633000,1526000
2019-01-01,2019,1,중구,775667000,491750000,1542000
2019-02-01,2019,2,중구,773200000,490300000,1542000
2019-03-01,2019,3,중구,771283000,488767000,1541000
2019-04-01,2019,4,중구,769767000,488167000,1541000
2019-05-01,2019,5,중구,768983000,487567000,1541000
2019-06-01,2019,6,중구,768583000,487150000,1541000
2019-07-01,2019,7,중구,768833000,486467000,1541000
2019-08-01,2019,8,중구,770233000,486100000,1541000
2019-09-01,2019,9,중구,771567000,486600000,1540000
2019-10-01,2019,10,중구,776133000,487550000,1540000
2019-11-01,2019,11,중구,780283000,488433000,1540000
2019-12-01,2019,12,중구,783633000,489450000,1539000
2020-01-01,2020,1,중구,795743000,487586000,1554000
2020-02-01,2020,2,중구,796557000,488814000,1554000
2020-03-01,2020,3,중구,797357000,489393000,1554000
2020-04-01,2020,4,중구,796986000,489493000,1554000
2020-05-01,2020,5,중구,796157000,489507000,1553000
2020-06-01,2020,6,중구,796086000,489671000,1553000
2020-07-01,2020,7,중구,802257000,490671000,1553000
2020-08-01,2020,8,중구,806143000,492571000,1553000
2020-09-01,2020,9,중구,807771000,493957000,1553000
2020-10-01,2020,10,중구,808743000,495257000,1553000
2020-11-01,2020,11,중구,809900000,496900000,1555000
2020-12-01,2020,12,중구,812157000,500329000,1558000
2021-01-01,2021,1,중구,814614000,502343000,1559000
2021-02-01,2021,2,중구,820100000,503729000,1559000
2021-03-01,2021,3,중구,822257000,504443000,1559000
2021-04-01,2021,4,중구,823314000,504643000,1559000
2021-05-01,2021,5,중구,824371000,504757000,1559000
2021-06-01,2021,6,중구,829486000,505186000,1559000
2021-07-01,2021,7,중구,1055520000,644880000,1575000
2021-08-01,2021,8,중구,1062180000,648960000,1580000
2021-09-01,2021,9,중구,1069810000,653480000,1586000
2021-10-01,2021,10,중구,1079570000,660290000,1595000
2021-11-01,2021,11,중구,1088060000,665520000,1607000
2021-12-01,2021,12,중구,1089582000,666730000,1608000
2022-01-01,2022,1,중구,1089782000,666600000,1612000
2022-02-01,2022,2,중구,1089122000,666100000,1613000
2022-03-01,2022,3,중구,1087792000,664350000,1616000
2022-04-01,2022,4,중구,1087422000,663290000,1618000
2022-05-01,2022,5,중구,1086812000,663130000,1619000
2022-06-01,2022,6,중구,1085282000,662700000,1621000
2022-07-01,2022,7,중구,1081042000,661180000,1625000
2022-08-01,2022,8,중구,1071484000,659260000,1630000
2022-09-01,2022,9,중구,1062295000,652510000,1635000
2022-10-01,2022,10,중구,1047665000,641890000,1638000
2022-11-01,2022,11,중구,1024874000,624100000,1644000
2022-12-01,2022,12,중구,985688000,590599000,1645000
2023-01-01,2023,1,중구,974875000,575622000,1646000
2023-02-01,2023,2,중구,963031000,561650000,1644000
2023-03-01,2023,3,중구,955210000,552456000,1643000
2023-04-01,2023,4,중구,950305000,546767000,1642000
2023-05-01,2023,5,중구,950437000,543927000,1642000
2023-06-01,2023,6,중구,948484000,543135000,1643000
2023-07-01,2023,7,중구,949390000,543908000,1647000
2023-08-01,2023,8,중구,952701000,546192000,1650000
2023-09-01,2023,9,중구,959192000,549758000,1654000
2023-10-01,2023,10,중구,963927000,552805000,1656000
2023-11-01,2023,11,중구,965541000,555258000,1657000
2023-12-01,2023,12,중구,964592000,556019000,1659000
2024-01-01,2024,1,중구,957545000,553698000,1670000
2024-02-01,2024,2,중구,956937000,554240000,1672000
2024-03-01,2024,3,중구,957433000,555965000,1672000
2018-01-01,2018,1,용산구,1080385000,589103000,2058000
2018-02-01,2018,2,용산구,1107821000,590385000,2058000
2018-03-01,2018,3,용산구,1122308000,591154000,2058000
2018-04-01,2018,4,용산구,1126141000,592179000,2058000
2018-05-01,2018,5,용산구,1129295000,592308000,2058000
2018-06-01,2018,6,용산구,1132756000,592564000,2058000
2018-07-01,2018,7,용산구,1138654000,592308000,2058000
2018-08-01,2018,8,용산구,1157410000,593513000,2059000
2018-09-01,2018,9,용산구,1172949000,594282000,2059000
2018-10-01,2018,10,용산구,1177103000,594654000,2059000
2018-11-01,2018,11,용산구,1176615000,592500000,2059000
2018-12-01,2018,12,용산구,1173987000,590205000,2059000
2019-01-01,2019,1,용산구,1378500000,615303000,2084000
2019-02-01,2019,2,용산구,1374816000,611658000,2083000
2019-03-01,2019,3,용산구,1371224000,610368000,2083000
2019-04-01,2019,4,용산구,1367276000,607829000,2083000
2019-05-01,2019,5,용산구,1365632000,606487000,2083000
2019-06-01,2019,6,용산구,1363789000,605408000,2083000
2019-07-01,2019,7,용산구,1364605000,605145000,2083000
2019-08-01,2019,8,용산구,1366066000,605408000,2083000
2019-09-01,2019,9,용산구,1368579000,605711000,2083000
2019-10-01,2019,10,용산구,1374658000,606974000,2083000
2019-11-01,2019,11,용산구,1383368000,609000000,2083000
2019-12-01,2019,12,용산구,1392408000,612763000,2083000
2020-01-01,2020,1,용산구,1389939000,596085000,2047000
2020-02-01,2020,2,용산구,1392207000,597524000,2048000
2020-03-01,2020,3,용산구,1393524000,598439000,2048000
2020-04-01,2020,4,용산구,1392439000,599439000,2048000
2020-05-01,2020,5,용산구,1389780000,599976000,2048000
2020-06-01,2020,6,용산구,1389963000,601451000,2048000
2020-07-01,2020,7,용산구,1399354000,603268000,2048000
2020-08-01,2020,8,용산구,1406439000,605976000,2049000
2020-09-01,2020,9,용산구,1411232000,608512000,2051000
2020-10-01,2020,10,용산구,1412659000,610951000,2052000
2020-11-01,2020,11,용산구,1413768000,613537000,2053000
2020-12-01,2020,12,용산구,1416951000,620110000,2062000
2021-01-01,2021,1,용산구,1421012000,624805000,2067000
2021-02-01,2021,2,용산구,1427366000,627817000,2068000
2021-03-01,2021,3,용산구,1430780000,631244000,2069000
2021-04-01,2021,4,용산구,1434768000,633085000,2070000
2021-05-01,2021,5,용산구,1439390000,634012000,2072000
2021-06-01,2021,6,용산구,1445073000,636195000,2073000
2021-07-01,2021,7,용산구,1691671000,845874000,1872000
2021-08-01,2021,8,용산구,1707042000,852042000,1880000
2021-09-01,2021,9,용산구,1722671000,858678000,1885000
2021-10-01,2021,10,용산구,1744636000,864552000,1888000
2021-11-01,2021,11,용산구,1762294000,870021000,1894000
2021-12-01,2021,12,용산구,1769182000,872175000,1895000
2022-01-01,2022,1,용산구,1770601000,872538000,1897000
2022-02-01,2022,2,용산구,1769930000,872021000,1899000
2022-03-01,2022,3,용산구,1766951000,870063000,1905000
2022-04-01,2022,4,용산구,1769734000,869056000,1905000
2022-05-01,2022,5,용산구,1773818000,869741000,1906000
2022-06-01,2022,6,용산구,1774720000,868965000,1910000
2022-07-01,2022,7,용산구,1773671000,867937000,1911000
2022-08-01,2022,8,용산구,1772168000,865503000,1911000
2022-09-01,2022,9,용산구,1764161000,861587000,1915000
2022-10-01,2022,10,용산구,1751811000,853287000,1915000
2022-11-01,2022,11,용산구,1728147000,830699000,1904000
2022-12-01,2022,12,용산구,1685343000,795531000,1897000
2023-01-01,2023,1,용산구,1651897000,762719000,1884000
2023-02-01,2023,2,용산구,1644856000,747568000,1877000
2023-03-01,2023,3,용산구,1632281000,733712000,1876000
2023-04-01,2023,4,용산구,1626904000,727384000,1874000
2023-05-01,2023,5,용산구,1629171000,725315000,1871000
2023-06-01,2023,6,용산구,1630637000,723582000,1873000
2023-07-01,2023,7,용산구,1634692000,723747000,1877000
2023-08-01,2023,8,용산구,1644671000,727616000,1883000
2023-09-01,2023,9,용산구,1655144000,733534000,1894000
2023-10-01,2023,10,용산구,1664897000,738281000,1903000
2023-11-01,2023,11,용산구,1671664000,744651000,1911000
2023-12-01,2023,12,용산구,1671205000,749473000,1925000
2024-01-01,2024,1,용산구,1716093000,781656000,2075000
2024-02-01,2024,2,용산구,1714947000,783417000,2090000
2024-03-01,2024,3,용산구,1716424000,786450000,2107000
2018-01-01,2018,1,성동구,680771000,468469000,1419000
2018-02-01,2018,2,성동구,696188000,469719000,1419000
2018-03-01,2018,3,성동구,704458000,470677000,1419000
2018-04-01,2018,4,성동구,705333000,468188000,1419000
2018-05-01,2018,5,성동구,704094000,466333000,1419000
2018-06-01,2018,6,성동구,705063000,464677000,1419000
2018-07-01,2018,7,성동구,708469000,463594000,1419000
2018-08-01,2018,8,성동구,714073000,462802000,1419000
2018-09-01,2018,9,성동구,726677000,463073000,1419000
2018-10-01,2018,10,성동구,728958000,465135000,1419000
2018-11-01,2018,11,성동구,729604000,466875000,1419000
2018-12-01,2018,12,성동구,728615000,467521000,1419000
2019-01-01,2019,1,성동구,881926000,490117000,1435000
2019-02-01,2019,2,성동구,880096000,487915000,1434000
2019-03-01,2019,3,성동구,876809000,485543000,1434000
2019-04-01,2019,4,성동구,872383000,484128000,1434000
2019-05-01,2019,5,성동구,866149000,482989000,1434000
2019-06-01,2019,6,성동구,863011000,482436000,1434000
2019-07-01,2019,7,성동구,863255000,482713000,1434000
2019-08-01,2019,8,성동구,864926000,483479000,1434000
2019-09-01,2019,9,성동구,867574000,484351000,1434000
2019-10-01,2019,10,성동구,873383000,486596000,1434000
2019-11-01,2019,11,성동구,879979000,488904000,1434000
2019-12-01,2019,12,성동구,887713000,491606000,1434000
2020-01-01,2020,1,성동구,899118000,496627000,1432000
2020-02-01,2020,2,성동구,900431000,497863000,1432000
2020-03-01,2020,3,성동구,901725000,499137000,1432000
2020-04-01,2020,4,성동구,901549000,500431000,1432000
2020-05-01,2020,5,성동구,900892000,500775000,1432000
2020-06-01,2020,6,성동구,902245000,502049000,1433000
2020-07-01,2020,7,성동구,910716000,504402000,1433000
2020-08-01,2020,8,성동구,916402000,508294000,1433000
2020-09-01,2020,9,성동구,918667000,511304000,1434000
2020-10-01,2020,10,성동구,920020000,514480000,1435000
2020-11-01,2020,11,성동구,921108000,516912000,1436000
2020-12-01,2020,12,성동구,923402000,521284000,1440000
2021-01-01,2021,1,성동구,927029000,524843000,1446000
2021-02-01,2021,2,성동구,934049000,527559000,1447000
2021-03-01,2021,3,성동구,938029000,529559000,1447000
2021-04-01,2021,4,성동구,940000000,531137000,1448000
2021-05-01,2021,5,성동구,942235000,532441000,1448000
2021-06-01,2021,6,성동구,947157000,535137000,1449000
2021-07-01,2021,7,성동구,1344052000,730310000,1722000
2021-08-01,2021,8,성동구,1351519000,733519000,1734000
2021-09-01,2021,9,성동구,1357976000,736548000,1735000
2021-10-01,2021,10,성동구,1363538000,740629000,1750000
2021-11-01,2021,11,성동구,1367371000,744033000,1763000
2021-12-01,2021,12,성동구,1368833000,745748000,1769000
2022-01-01,2022,1,성동구,1368995000,746967000,1777000
2022-02-01,2022,2,성동구,1368362000,747305000,1788000
2022-03-01,2022,3,성동구,1367410000,747033000,1802000
2022-04-01,2022,4,성동구,1366929000,747295000,1810000
2022-05-01,2022,5,성동구,1367605000,747586000,1816000
2022-06-01,2022,6,성동구,1367343000,747990000,1823000
2022-07-01,2022,7,성동구,1366362000,748414000,1826000
2022-08-01,2022,8,성동구,1365448000,748190000,1833000
2022-09-01,2022,9,성동구,1361776000,746010000,1839000
2022-10-01,2022,10,성동구,1353681000,739695000,1845000
2022-11-01,2022,11,성동구,1335924000,724857000,1835000
2022-12-01,2022,12,성동구,1311038000,694290000,1817000
2023-01-01,2023,1,성동구,1297276000,664129000,1813000
2023-02-01,2023,2,성동구,1287462000,640271000,1807000
2023-03-01,2023,3,성동구,1277910000,624690000,1804000
2023-04-01,2023,4,성동구,1272186000,618438000,1813000
2023-05-01,2023,5,성동구,1272219000,617876000,1820000
2023-06-01,2023,6,성동구,1272495000,618643000,1829000
2023-07-01,2023,7,성동구,1278805000,620686000,1839000
2023-08-01,2023,8,성동구,1291662000,628219000,1843000
2023-09-01,2023,9,성동구,1302752000,638757000,1856000
2023-10-01,2023,10,성동구,1310271000,647638000,1863000
2023-11-01,2023,11,성동구,1315167000,659324000,1883000
2023-12-01,2023,12,성동구,1318738000,663276000,1897000
2024-01-01,2024,1,성동구,1317848000,665505000,1902000
2024-02-01,2024,2,성동구,1315205000,671724000,1904000
2024-03-01,2024,3,성동구,1315948000,675548000,1908000
2018-01-01,2018,1,광진구,765921000,526724000,1236000
2018-02-01,2018,2,광진구,778895000,529829000,1237000
2018-03-01,2018,3,광진구,788026000,529711000,1236000
2018-04-01,2018,4,광진구,791842000,528882000,1236000
2018-05-01,2018,5,광진구,794197000,527105000,1235000
2018-06-01,2018,6,광진구,793447000,526026000,1235000
2018-07-01,2018,7,광진구,793132000,524053000,1234000
2018-08-01,2018,8,광진구,794039000,523605000,1234000
2018-09-01,2018,9,광진구,803842000,523684000,1234000
2018-10-01,2018,10,광진구,806118000,524184000,1234000
2018-11-01,2018,11,광진구,807961000,524342000,1234000
2018-12-01,2018,12,광진구,806987000,524289000,1233000
2019-01-01,2019,1,광진구,902974000,540500000,1254000
2019-02-01,2019,2,광진구,900342000,538395000,1250000
2019-03-01,2019,3,광진구,898237000,536816000,1250000
2019-04-01,2019,4,광진구,896553000,535395000,1249000
2019-05-01,2019,5,광진구,896079000,535132000,1249000
2019-06-01,2019,6,광진구,895737000,535132000,1249000
2019-07-01,2019,7,광진구,896184000,535632000,1239000
2019-08-01,2019,8,광진구,897658000,536724000,1239000
2019-09-01,2019,9,광진구,899434000,538013000,1239000
2019-10-01,2019,10,광진구,906013000,539671000,1250000
2019-11-01,2019,11,광진구,910118000,541053000,1250000
2019-12-01,2019,12,광진구,916039000,543605000,1250000
2020-01-01,2020,1,광진구,1014402000,570732000,1268000
2020-02-01,2020,2,광진구,1014671000,571244000,1268000
2020-03-01,2020,3,광진구,1014598000,571659000,1267000
2020-04-01,2020,4,광진구,1013671000,572268000,1267000
2020-05-01,2020,5,광진구,1012195000,572305000,1267000
2020-06-01,2020,6,광진구,1013329000,573463000,1267000
2020-07-01,2020,7,광진구,1021037000,575098000,1267000
2020-08-01,2020,8,광진구,1025866000,578085000,1267000
2020-09-01,2020,9,광진구,1029256000,580524000,1268000
2020-10-01,2020,10,광진구,1030878000,582256000,1269000
2020-11-01,2020,11,광진구,1032220000,583793000,1270000
2020-12-01,2020,12,광진구,1034524000,587817000,1274000
2021-01-01,2021,1,광진구,1038378000,590195000,1276000
2021-02-01,2021,2,광진구,1047439000,593707000,1278000
2021-03-01,2021,3,광진구,1053024000,595341000,1279000
2021-04-01,2021,4,광진구,1056524000,596732000,1279000
2021-05-01,2021,5,광진구,1059476000,597890000,1280000
2021-06-01,2021,6,광진구,1063805000,599805000,1281000
2021-07-01,2021,7,광진구,1234964000,696293000,1488000
2021-08-01,2021,8,광진구,1241414000,699571000,1495000
2021-09-01,2021,9,광진구,1245636000,704757000,1499000
2021-10-01,2021,10,광진구,1249686000,708629000,1504000
2021-11-01,2021,11,광진구,1252843000,711386000,1482000
2021-12-01,2021,12,광진구,1254029000,713736000,1486000
2022-01-01,2022,1,광진구,1254100000,714314000,1489000
2022-02-01,2022,2,광진구,1253471000,713171000,1489000
2022-03-01,2022,3,광진구,1252771000,712621000,1487000
2022-04-01,2022,4,광진구,1252357000,712257000,1505000
2022-05-01,2022,5,광진구,1252850000,712157000,1509000
2022-06-01,2022,6,광진구,1251629000,711493000,1532000
2022-07-01,2022,7,광진구,1250286000,710657000,1545000
2022-08-01,2022,8,광진구,1248193000,708893000,1558000
2022-09-01,2022,9,광진구,1245029000,706450000,1556000
2022-10-01,2022,10,광진구,1238043000,699907000,1554000
2022-11-01,2022,11,광진구,1221800000,687264000,1553000
2022-12-01,2022,12,광진구,1194356000,660406000,1554000
2023-01-01,2023,1,광진구,1162454000,627682000,1520000
2023-02-01,2023,2,광진구,1146302000,605489000,1517000
2023-03-01,2023,3,광진구,1129330000,585951000,1517000
2023-04-01,2023,4,광진구,1118575000,578059000,1517000
2023-05-01,2023,5,광진구,1112899000,573038000,1519000
2023-06-01,2023,6,광진구,1113575000,572266000,1519000
2023-07-01,2023,7,광진구,1117010000,573865000,1533000
2023-08-01,2023,8,광진구,1123707000,579334000,1545000
2023-09-01,2023,9,광진구,1129493000,584003000,1555000
2023-10-01,2023,10,광진구,1136217000,589403000,1574000
2023-11-01,2023,11,광진구,1140100000,594230000,1585000
2023-12-01,2023,12,광진구,1140052000,596699000,1589000
2024-01-01,2024,1,광진구,1131133000,594744000,1586000
2024-02-01,2024,2,광진구,1131445000,598312000,1585000
2024-03-01,2024,3,광진구,1133833000,599993000,1586000
2018-01-01,2018,1,동대문구,447890000,351620000,878000
2018-02-01,2018,2,동대문구,450530000,351980000,868000
2018-03-01,2018,3,동대문구,452840000,352230000,864000
2018-04-01,2018,4,동대문구,455030000,352260000,839000
2018-05-01,2018,5,동대문구,456880000,351940000,835000
2018-06-01,2018,6,동대문구,459840000,351710000,828000
2018-07-01,2018,7,동대문구,463030000,351270000,822000
2018-08-01,2018,8,동대문구,468770000,351930000,822000
2018-09-01,2018,9,동대문구,476320000,352810000,823000
2018-10-01,2018,10,동대문구,480480000,353660000,823000
2018-11-01,2018,11,동대문구,481590000,353840000,823000
2018-12-01,2018,12,동대문구,480280000,353580000,823000
2019-01-01,2019,1,동대문구,593904000,365170000,823000
2019-02-01,2019,2,동대문구,592319000,364181000,823000
2019-03-01,2019,3,동대문구,588819000,362138000,821000
2019-04-01,2019,4,동대문구,586734000,361468000,821000
2019-05-01,2019,5,동대문구,585628000,361383000,821000
2019-06-01,2019,6,동대문구,584479000,361319000,821000
2019-07-01,2019,7,동대문구,584181000,361149000,821000
2019-08-01,2019,8,동대문구,585085000,361309000,821000
2019-09-01,2019,9,동대문구,586223000,361628000,821000
2019-10-01,2019,10,동대문구,589319000,362298000,821000
2019-11-01,2019,11,동대문구,592564000,362787000,821000
2019-12-01,2019,12,동대문구,596926000,363223000,821000
2020-01-01,2020,1,동대문구,652774000,372472000,857000
2020-02-01,2020,2,동대문구,654802000,373075000,854000
2020-03-01,2020,3,동대문구,656208000,374151000,854000
2020-04-01,2020,4,동대문구,656472000,374632000,854000
2020-05-01,2020,5,동대문구,655708000,374745000,854000
2020-06-01,2020,6,동대문구,657179000,375160000,854000
2020-07-01,2020,7,동대문구,665679000,376160000,854000
2020-08-01,2020,8,동대문구,669858000,377783000,855000
2020-09-01,2020,9,동대문구,673406000,380283000,857000
2020-10-01,2020,10,동대문구,674415000,381557000,858000
2020-11-01,2020,11,동대문구,675151000,382925000,859000
2020-12-01,2020,12,동대문구,677453000,385340000,861000
2021-01-01,2021,1,동대문구,680226000,386925000,863000
2021-02-01,2021,2,동대문구,686179000,388283000,865000
2021-03-01,2021,3,동대문구,689066000,389217000,865000
2021-04-01,2021,4,동대문구,691019000,389689000,865000
2021-05-01,2021,5,동대문구,692849000,389953000,865000
2021-06-01,2021,6,동대문구,695896000,391821000,867000
2021-07-01,2021,7,동대문구,864442000,490985000,1018000
2021-08-01,2021,8,동대문구,869689000,493728000,1028000
2021-09-01,2021,9,동대문구,876267000,498650000,1033000
2021-10-01,2021,10,동대문구,879670000,501340000,1043000
2021-11-01,2021,11,동대문구,881262000,503586000,1049000
2021-12-01,2021,12,동대문구,882126000,504717000,1051000
2022-01-01,2022,1,동대문구,882004000,504987000,1057000
2022-02-01,2022,2,동대문구,881426000,505069000,1073000
2022-03-01,2022,3,동대문구,880786000,504364000,1073000
2022-04-01,2022,4,동대문구,880830000,504476000,1078000
2022-05-01,2022,5,동대문구,881204000,504602000,1081000
2022-06-01,2022,6,동대문구,879859000,504515000,1088000
2022-07-01,2022,7,동대문구,877408000,503573000,1092000
2022-08-01,2022,8,동대문구,872209000,501719000,1097000
2022-09-01,2022,9,동대문구,865913000,497938000,1099000
2022-10-01,2022,10,동대문구,855997000,491893000,1105000
2022-11-01,2022,11,동대문구,836167000,479987000,1104000
2022-12-01,2022,12,동대문구,800727000,458221000,1088000
2023-01-01,2023,1,동대문구,780762000,439033000,1092000
2023-02-01,2023,2,동대문구,770330000,427932000,1084000
2023-03-01,2023,3,동대문구,761786000,421361000,1078000
2023-04-01,2023,4,동대문구,756373000,417378000,1076000
2023-05-01,2023,5,동대문구,753798000,414478000,1074000
2023-06-01,2023,6,동대문구,753166000,413540000,1075000
2023-07-01,2023,7,동대문구,755627000,415467000,1085000
2023-08-01,2023,8,동대문구,761009000,418348000,1095000
2023-09-01,2023,9,동대문구,767156000,423451000,1103000
2023-10-01,2023,10,동대문구,772854000,428267000,1109000
2023-11-01,2023,11,동대문구,775090000,432215000,1115000
2023-12-01,2023,12,동대문구,775014000,435768000,1124000
2024-01-01,2024,1,동대문구,780581000,442259000,1144000
2024-02-01,2024,2,동대문구,779234000,443595000,1146000
2024-03-01,2024,3,동대문구,779541000,445005000,1148000
2018-01-01,2018,1,중랑구,353115000,283104000,782000
2018-02-01,2018,2,중랑구,354219000,283677000,782000
2018-03-01,2018,3,중랑구,355302000,283823000,782000
2018-04-01,2018,4,중랑구,355781000,283948000,782000
2018-05-01,2018,5,중랑구,356958000,284073000,782000
2018-06-01,2018,6,중랑구,358656000,284979000,782000
2018-07-01,2018,7,중랑구,360531000,285635000,782000
2018-08-01,2018,8,중랑구,362083000,286135000,782000
2018-09-01,2018,9,중랑구,366052000,286500000,782000
2018-10-01,2018,10,중랑구,368031000,286833000,782000
2018-11-01,2018,11,중랑구,368521000,286750000,782000
2018-12-01,2018,12,중랑구,368500000,286688000,782000
2019-01-01,2019,1,중랑구,444432000,311182000,865000
2019-02-01,2019,2,중랑구,443932000,310409000,865000
2019-03-01,2019,3,중랑구,443193000,310045000,865000
2019-04-01,2019,4,중랑구,442682000,309659000,864000
2019-05-01,2019,5,중랑구,442545000,309511000,864000
2019-06-01,2019,6,중랑구,442318000,309375000,864000
2019-07-01,2019,7,중랑구,442080000,309125000,864000
2019-08-01,2019,8,중랑구,442398000,308989000,864000
2019-09-01,2019,9,중랑구,442989000,309170000,864000
2019-10-01,2019,10,중랑구,444489000,309591000,864000
2019-11-01,2019,11,중랑구,446216000,309864000,865000
2019-12-01,2019,12,중랑구,447364000,310045000,865000
2020-01-01,2020,1,중랑구,451372000,300213000,843000
2020-02-01,2020,2,중랑구,452181000,300404000,843000
2020-03-01,2020,3,중랑구,453085000,300511000,844000
2020-04-01,2020,4,중랑구,453660000,300553000,844000
2020-05-01,2020,5,중랑구,453798000,300532000,844000
2020-06-01,2020,6,중랑구,454000000,300723000,844000
2020-07-01,2020,7,중랑구,458202000,301277000,844000
2020-08-01,2020,8,중랑구,461213000,302745000,844000
2020-09-01,2020,9,중랑구,463415000,304245000,844000
2020-10-01,2020,10,중랑구,464234000,305415000,845000
2020-11-01,2020,11,중랑구,465032000,306245000,846000
2020-12-01,2020,12,중랑구,465979000,308277000,848000
2021-01-01,2021,1,중랑구,467638000,309606000,849000
2021-02-01,2021,2,중랑구,469957000,311202000,849000
2021-03-01,2021,3,중랑구,471404000,312181000,849000
2021-04-01,2021,4,중랑구,472968000,313117000,849000
2021-05-01,2021,5,중랑구,474011000,313670000,849000
2021-06-01,2021,6,중랑구,476457000,314798000,849000
2021-07-01,2021,7,중랑구,638929000,404683000,782000
